If you trade the card to the chocobo matchmaking authority in Jeuno, you can match up your animal with other chocobos. You can buy a chococard for ${number: 0} gil.${prompt};Si vous échangez la carte avec l'autorité de jumelage des chocobos à Jeuno, vous pouvez associer votre animal à d'autres chocobos. Vous pouvez acheter une carte chocobo pour${number: 0}gil.${prompt}
25.;25.
Giving your chocobo a rest will allow it to recover from accumulated fatigue and restore a great deal of energy.${prompt};Accorder du repos à votre chocobo lui permettra de récupérer de la fatigue accumulée et de lui redonner beaucoup d’énergie.${prompt}
Now, if you want to cross swords with the invincible interlopers, equip ${article} ${item-article: 0[2]} or ${article} ${item-article: 1[2]} and talk to a nomad moogle, kupo!${prompt};Maintenant, si vous voulez croiser le fer avec les intrus invincibles, équipez-vous${article}${item-article: 0[2]}ou${article}${item-article: 1[2]}et parle à un moogle nomade, kupo !${prompt}
Select color（${choice: 1}[Yellow/Black/Blue/Red/Green]）;Sélectionnez la couleur（${choice: 1}[Jaune/Noir/Bleu/Rouge/Vert]）
Runeist Attire.;Tenue de runiste.
You have expended ${number: 0} kinetic unit${choice-plurality: 0}[/s] and will be transported to another locale.${prompt};Vous avez dépensé${number: 0}unité cinétique${choice-plurality: 0}[/s] et sera transporté vers un autre lieu.${prompt}
Do you wish to proceed?;Souhaitez-vous continuer ?
1;1
Only people who have been approved by the VCS President can get ${article} ${item-article: 0[2]}, so good luck with that...${prompt};Seules les personnes approuvées par le président du VCS peuvent obtenir${article}${item-article: 0[2]}, alors bonne chance avec ça...${prompt}
Your ${color: 5}EF Badge${color: 1} vanishes!${prompt};Ton${color: 5}Insigne EF${color: 1}disparaît!${prompt}
It appears there's still room for growth, however.${prompt};Il semble cependant qu’il y ait encore une marge de progression.${prompt}
Equ. Lv.1 - 9. (Up to ${number: 34});Équ. Lv.1 - 9. (Jusqu'à${number: 34}
Injury.;Blessure.
${lettercase: 1}${item-singular: 8[2]}. (${number: 23});${lettercase: 1}${item-singular: 8[2]}${number: 23}
Oooh! It's ${name-player}!;Oooh ! C'est${name-player}
Interacting with children.;Interagir avec les enfants.
C: Starting event;C : Événement de départ
The ${keyitem-singular: 1[2]} contains the layout of the Yagudo stronghold, Castle Oztroja, located in the Meriphataud Mountains.;Le${keyitem-singular: 1[2]}contient le plan de la forteresse Yagudo, le château Oztroja, situé dans les montagnes Meriphataud.
(${choice: 20}[－/★]) ${lettercase: 1}${unknown: 0x01052082F9A681}: 210.;${choice: 20}${lettercase: 1}${unknown: 0x01052082F9A681}: 210.
Here is a small token of our appreciation.${prompt};Voici un petit témoignage de notre reconnaissance.${prompt}
Plan: Take a Walk;Plan : faire une promenade
This is not a decision to be taken lightly, for switching Unities will cause you to forfeit any benefits you were receiving from your previous one.${prompt};Ce n'est pas une décision à prendre à la légère, car changer d'Unity vous fera perdre tous les avantages que vous receviez de votre précédente Unity.${prompt}
Pitre Attire.;Tenue Pitre.
(${choice: 5}[－/★]) ${lettercase: 1}${unknown: 0x01052082BAC880} ✕5： 780.;${choice: 5}${lettercase: 1}${unknown: 0x01052082BAC880}✕5： 780.
Interacting with chocobos.;Interagir avec les chocobos.
(${choice: 15}[－/★]) ${lettercase: 1}${unknown: 0x01052082FE9A80}： 640.;${choice: 15}${lettercase: 1}${unknown: 0x01052082FE9A80}： 640.
It should please you to know that I now also deal in ${item-plural: 0[2]}.;Il devrait vous faire plaisir de savoir que je m'occupe désormais également de${item-plural: 0[2]}
Of course not! Such a decision cannot be made in haste!${prompt};Bien sûr que non ! Une telle décision ne peut pas être prise à la hâte !${prompt}
${lettercase: 1}${item-singular: 17[2]}.;${lettercase: 1}${item-singular: 17[2]}
Starting: Confusion healed;Début : Confusion guérie
You can watch over your chocobo whenever you like.${prompt};Vous pouvez surveiller votre chocobo quand vous le souhaitez.${prompt}
${chocobo-word: 27[2]};${chocobo-word: 27[2]}
Changed your mind? When you decide on a program, please let me know. If there is no word from you, we will continue to give your chocobo the minimum level of care.${prompt};Vous avez changé d'avis ? Lorsque vous aurez choisi un programme, n'hésitez pas à me le faire savoir. Si vous ne nous contactez pas, nous continuerons à prodiguer à votre chocobo le niveau de soins minimum.${prompt}
The Boyahda Tree (entrance).;L'arbre Boyahda (entrée).
Naming chocobo.;Nommer le chocobo.
Yeestog.;Yeestog.
Hume.;Hume.
Our scientists have succeeded in discovering a way to tap its power to serve the efforts of the Voidwatch.${prompt};Nos scientifiques ont réussi à découvrir un moyen d'exploiter son pouvoir pour servir les efforts de la Voidwatch.${prompt}
One. (${number: 1} spark${choice-plurality: 1}[/s]);Un. (${number: 1}étincelle${choice-plurality: 1}[/s])
Increasing your dexterity (DEX) enhances attributes such as accuracy and critical hit rate.${prompt};Augmenter votre dextérité (DEX) améliore des attributs tels que la précision et le taux de coups critiques.${prompt}
User work print (debug).;Impression du travail de l'utilisateur (débogage).
That name is currently unavailable.;Ce nom n'est actuellement pas disponible.
Hello, ${name-player}!${prompt};Bonjour,${name-player}${prompt}
Discernment: ${choice: 0}[Poor/Substandard/A bit deficient/Average/Better than average/Impressive/Outstanding/First-class]${prompt};Discernement:${choice: 0}[Mauvais/Insuffisant/Un peu déficient/Moyen/Meilleur que la moyenne/Impressionnant/Exceptionnel/Première classe]${prompt}
(${choice: 0}[－/★]) ${lettercase: 1}${unknown: 0x0105208287C480} x7: 10.;${choice: 0}${lettercase: 1}${unknown: 0x0105208287C480}x7: 10.
Sparks of Eminence: ${number: 1}.;Étincelles d'Éminence :${number: 1}
Northern San d'Oria. (${number: 4} unit${choice-plurality: 4}[/s]);Nord de San d'Oria.${number: 4}unité${choice-plurality: 4}[/s])
I want to quit the E.F./change my E.F.;Je veux quitter l'E.F./changer mon E.F.
Kupopo!;Salut!
(${choice: 20}[－/★]) ${lettercase: 1}${unknown: 0x0105208281C880} ✕5： 690.;${choice: 20}${lettercase: 1}${unknown: 0x0105208281C880}✕5： 690.
“Records of Eminence is a system brought to you by the caring folks at the Adventurers' Mutual Aid Network. Set your own objectives whenever you desire, and fulfill them to receive compensation.${prompt};« Records of Eminence est un système présenté par les gens attentionnés du Réseau d'entraide des Aventuriers. Fixez vos propres objectifs quand vous le souhaitez et atteignez-les pour recevoir une compensation.${prompt}
Valor Pts.: ${number: 6}.;Points de courage :${number: 6}
Exchange points for...;Points d'échange pour...
(${choice: 17}[－/★]) ${lettercase: 1}${unknown: 0x01052082BAC880} x5: 420.;${choice: 17}${lettercase: 1}${unknown: 0x01052082BAC880}x5: 420.
Regions controlled by other nations.;Régions contrôlées par d’autres nations.
Unity Concord representatives are able to provide participants with transportation to the areas where these threats can be found.${prompt};Les représentants d’Unity Concord sont en mesure de fournir aux participants un transport vers les zones où ces menaces peuvent être présentes.${prompt}
${choice: 0}[/${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 1} ${choice: 2}[/${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 3} ${choice: 4}[/${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}]${number: 5}.${prompt};${choice: 0}${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}${number: 1}${choice: 2}${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}${number: 3}${choice: 4}${icon: fire}${icon: ice}${icon: wind}${icon: earth}${icon: lightning}${icon: water}${icon: light}${icon: dark}${number: 5}${prompt}
Direct care.;Soins directs.
Outer Horutoto Ruins (entrance).${prompt};Ruines extérieures de Horutoto (entrée).${prompt}
The ${keyitem-singular: 1[2]} outlines the geography of nearby Qufim Island. It costs ${number: 3} gil.${prompt};Le${keyitem-singular: 1[2]}décrit la géographie de l'île voisine de Qufim. Il coûte${number: 3}gil.${prompt}
Your chocobo entertained tourists and the children of our nation. We provide you with ${number: 0} gil for your services.${prompt};Votre chocobo a diverti les touristes et les enfants de notre pays. Nous vous offrons${number: 0}Gil pour vos services.${prompt}
MaNY uNdEaD MOnsTeRS cAn SenSe WhEn yOU Are LoW oN HP, aNd wIll TAke tHaT opPOrtUnItY tO ComE AfTEr yOu!${prompt};De nombreux monstres morts-vivants peuvent détecter quand vous manquez de PV et profiteront de cette opportunité pour vous poursuivre !${prompt}
Futhark Attire.;Tenue Futhark.
${lettercase: 1}${article} ${item-article: 26[2]}.;${lettercase: 1}${article}${item-article: 26[2]}
${lettercase: 1}${item-singular: 1[2]}: ${number: 2}.;${lettercase: 1}${item-singular: 1[2]}${number: 2}
(${choice: 14}[－/★]) ${lettercase: 1}${unknown: 0x01053082909980}： 630.;${choice: 14}${lettercase: 1}${unknown: 0x01053082909980}： 630.
You've earned conquest points!${prompt};Vous avez gagné des points de conquête !${prompt}
Becoming a young chocobo.;Devenir un jeune chocobo.
Katsu-yaku pointos : ${number: 0}!${prompt};Katsu-yaku pointos :${number: 0}${prompt}
When your chocobo is mature enough, you can breed it with another chocobo. If the chocobo lays an egg, the chick will inherit the traits of its parents.${prompt};Lorsque votre chocobo est suffisamment mature, vous pouvez le faire se reproduire avec un autre chocobo. Si le chocobo pond un œuf, le poussin héritera des traits de ses parents.${prompt}
Play (select opponent).;Jouer (sélectionner l'adversaire).
Twelve. (${number: 3} spark${choice-plurality: 3}[/s]);Douze. (${number: 3}étincelle${choice-plurality: 3}[/s])
“Affection” is the most important attribute of all. Your care schedule will fall flat if you don't show your chocobo proper affection!${prompt};« L'affection » est l'attribut le plus important de tous. Votre programme de soins ne sera pas efficace si vous ne montrez pas à votre chocobo l'affection qu'il mérite !${prompt}
This periapt grants the bearer heightened insight into Voidwalker weaknesses against weapon skills and abilities.${prompt};Ce périapte confère au porteur une meilleure connaissance des faiblesses des Marcheurs du Vide face aux compétences et capacités des armes.${prompt}
Chicks can also eat regular feed, though.${prompt};Les poussins peuvent également manger des aliments réguliers.${prompt}
Cloudy.;Nuageux.
But watch out for the side effects... Give the chocobo a worm at the wrong time, and all your effort could come to nothing...${prompt};Mais attention aux effets secondaires... Donnez un ver au chocobo au mauvais moment, et tous vos efforts pourraient être vains...${prompt}
Items, please. (Up to ${number: 17} acc.);Des articles, s'il vous plaît. (Jusqu'à${number: 17}acc.)
Adventurers from nations that are ranked higher than ours in the conquest race may purchase items from us, but at a higher rate.${prompt};Les aventuriers des nations mieux classées que nous dans la course à la conquête peuvent nous acheter des objets, mais à un tarif plus élevé.${prompt}
Unity Concord is a system promulgated and managed by the Adventurers' Mutual Aid Network.${prompt};Unity Concord est un système promulgué et géré par le Réseau d'entraide des aventuriers.${prompt}
Good job, kupo! You sure showed them who's boss!;Bon travail, Kupo ! Tu leur as bien montré qui est le patron !
I'm not completely sure, but this might help set some things straight...I guess.${prompt};Je n'en suis pas complètement sûr, mais cela pourrait aider à clarifier certaines choses... je suppose.${prompt}
${number: 34} to ${number: 37} Deed rewards.;${number: 34}à${number: 37}Récompenses d'acte.
Strength: ${choice: 0}[Poor/Substandard/A bit deficient/Average/Better than average/Impressive/Outstanding/First-class]${prompt};Force:${choice: 0}[Mauvais/Insuffisant/Un peu déficient/Moyen/Meilleur que la moyenne/Impressionnant/Exceptionnel/Première classe]${prompt}
Equ. Lv.40 - 50. (Up to ${number: 34});Équ. Lv.40 - 50. (Jusqu'à${number: 34}
${number: 0}ポイントを入手。現在のポイント：${number: 1}。${prompt};${number: 0}ポイントを入手。現在のポイント：${number: 1}${prompt}
Go to Marjami Ravine.;Allez au ravin de Marjami.
Start which?;Commencer lequel ?
Scouts' Coalition. (${number: 4} unit${choice-plurality: 4}[/s]);Coalition des Scouts.${number: 4}unité${choice-plurality: 4}[/s])
Y;Y
Here, follow this command--er, compendium to the letter and you should be able to learn a thing or two.${prompt};Tenez, suivez cette commande – euh, ce recueil à la lettre – et vous devriez être capable d’apprendre une chose ou deux.${prompt}
Your chocobo is very ill. ${lettercase: 1}${article} ${item-article: 0[2]} might help it feel better.${prompt};Votre chocobo est très malade.${lettercase: 1}${article}${item-article: 0[2]}Cela pourrait aider à se sentir mieux.${prompt}
Starting: Minor illness (Physical);Début : Maladie mineure (physique)
(${choice: 18}[－/★]) ${lettercase: 1}${unknown: 0x01053082969980}： 910.;${choice: 18}${lettercase: 1}${unknown: 0x01053082969980}： 910.
