${lettercase: 1}${item-plural: 1[2]}.;
${lettercase: 1}${article} ${item-article: 13[2]}.;
Track: ${choice: 4}[???/Chateau d'Oraguille/Distant Worlds/Hume Male/#52].;
${lettercase: 1}${article} ${item-article: 4[2]}.;
Track: ${choice: 13}[???/The Pioneers/Griffons Never Die/#45/#61].;
${lettercase: 1}${item-singular: 12[2]}.;
${lettercase: 1}${article} ${item-article: 12[2]} (${number: 13}).;
I'm sorry, but we don't put our chocobos in the hands of people with ${keyitem-article: 0[2]}. We wouldn't want our feathered friends dying from fright now, would we?${prompt};
You can rent a chocobo for ${number: 0} gil. I see you currently have ${number: 1} gil.${prompt};
Retrieve an item? (p. ${number: 16}/${number: 17}).;
${lettercase: 1}${article} ${item-article: 14[2]} (${number: 15}).;
Do you wish to rent a chocobo?;
Hmmm... It looks like you don't have enough Allied Notes.;
Hahaha!;
Track: ${choice: 7}[???/Metalworks/Awakening (FFRK Ver.)/Elvaan Female/#55].;
${lettercase: 1}${item-singular: 32[2]} (p. ${number: 16}/${number: 17}).;
Track: ${choice: 5}[???/Ronfaure/Forever Today/Hume Female/#53].;
${lettercase: 1}${article} ${item-article: 8[2]}.;
${lettercase: 1}${item-singular: 1[2]}.;
Sorry, but these birds aren't going to feed and groom themselves.${prompt};
3${prompt};
Track: ${choice: 14}[???/Kazham/Thunder of the March/#46/#62].;
${lettercase: 1}${article} ${item-article: 0[2]}?;
${lettercase: 1}${article} ${item-article: 2[2]}.;
Track: ${choice: 12}[???/The Sacred City of Adoulin/Devils' Delight/Jeuno - Starlight Celebration -/#60].;
Track: ${choice: 11}[???/Sarutabaruta/Ru'Lude Gardens/Galka/#59].;
Track: ${choice: 1}[???/Mog House/Awakening/Echoes of a Zephyr/#49].;
${lettercase: 1}${article} ${item-article: 11[2]}.;
${lettercase: 1}${item-singular: 10[2]}.;
${lettercase: 1}${item-singular: 13[2]}.;
Track: ${choice: 16}[???/Tu'Lia/Autumn Footfalls/#48/#64].;
${lettercase: 1}${article} ${item-article: 16[2]} (${number: 17}).;
Track: ${choice: 10}[???/Heavens Tower/The Grand Duchy of Jeuno/Mithra/#58].;
You can rent a chocobo, but because your level is so low, you won't be able to ride for very long. Also, equipment that extends your riding time will have no effect.${prompt};
${lettercase: 1}${article} ${item-article: 7[2]}.;
${lettercase: 1}${article} ${item-article: 10[2]} (${number: 11}).;
${lettercase: 1}${item-singular: 3[2]}.${prompt};
My records indicate that you currently have ${number: 1} Allied Notes.${prompt};
We charge a service fee of ${number: 0} Allied Notes, which goes towards seeing that the chocobos are well taken care of.;
Choose a level between ${number: 0} and ${number: 1}.;
${lettercase: 1}${article} ${item-article: 1[2]}.;
If you wish to ride a chocobo, you must possess ${keyitem-article: 7[2]} and have a high enough job level.${prompt};
But I have no idea how to go about finding ${article} ${item-article: 5[2]} or ${article} ${item-article: 6[2]}, kupo...;
${lettercase: 1}${article} ${item-article: 18[2]}.;
Would you be so kind as to deliver her to ${choice: 3}[the entrance to the Gustav Tunnel (B-8)/Bibiki Bay (G-10)/the entrance of Uggalepih Temple (J-11)]?${prompt};
${number: 0} ${choice-plurality: 0}[variety/varieties] of item, is it?;
Track: ${choice: 2}[???/Vana'diel March/Belief/The Cosmic Wheel/#50].;
To make use of my services, first you'll need to buy one of these storage slips for the low, low fee of ${number: 19} gil.${prompt};
Track: ${choice: 6}[???/The Republic of Bastok/Rhapsodies of Vana'diel/Elvaan Male/#54].;
${lettercase: 1}${article} ${item-article: 17[2]}.;
${lettercase: 1}${article} ${item-article: 6[2]}.;
${lettercase: 1}${article} ${item-article: 9[2]}.;
First, you must be a soldier of a respectable level in the Allied Forces. Secondly, you must be in possession of ${keyitem-article: 7[2]}.${prompt};
Track: ${choice: 8}[???/Gustaberg/Full Speed Ahead!/Tarutaru Male/#56].;
Track: ${choice: 15}[???/The Sanctuary of Zi'Tah/Stargazing/#47/#63].;
${lettercase: 1}${article} ${item-article: 15[2]}.;
${lettercase: 1}${article} ${item-article: 5[2]}.;
You don't have enough gil.${prompt};
Looking closely at the surface of the gate, you can see what appears to be the imprints of a Troll's fist...${prompt};
If you still want one, it will cost you ${number: 0} gil. I see you currently have ${number: 1} gil.${prompt};
${lettercase: 1}${article} ${item-article: 16[2]}.;
${lettercase: 1}${item-singular: 9[2]}.;
Only those fulfilling both requirements set forth by the alliance may ride a chocobo.;
${lettercase: 1}${item-singular: 0[2]}.;
Any of our fine birds here will bear you directly to the frontlines of battle.;
${lettercase: 1}${item-singular: 11[2]}.;
${lettercase: 1}${article} ${item-article: 0[2]}.;
${lettercase: 1}${article} ${item-article: 19[2]}.;
${lettercase: 1}${article} ${item-article: 14[2]}.;
${lettercase: 1}${item-plural: 0[2]}.;
Oh, Master, look at this! I was poking around in the drawers of your ${item-singular: 3[2]}, when this ${item-singular: 4[2]} just popped out!;
Track: ${choice: 3}[???/The Kingdom of San d'Oria/A Realm of Emptiness/The Destiny Destroyers/#51].;
${lettercase: 1}${article} ${item-article: 3[2]}.;
${lettercase: 1}${article} ${item-article: 10[2]}.;
${lettercase: 1}${item-singular: 2[2]}.;
Buy something? (p. ${number: 16}/${number: 17}).;
pendingチェック時にボスが倒されたようです。${wait-animation: 1}${prompt};
あなたがいたバトルフィールドは;
CLI_NUM6 = ${number: 6}${wait-animation: 1}${prompt};
Skip the event?;
（ボス_C戦終了用イベントフラグ立てます。${wait-animation: 1}${prompt};
（あなたは前回リンクデッドしました。${wait-animation: 1}${prompt};
${number: 0}、${number: 1}、${number: 2}、${number: 3}、${number: 4}、${number: 5}、;
部屋_Aのパーティは${prompt};
エンドタグを通りました${wait-animation: 1}${prompt};
ボス_Aを倒しました。ボス戦終了後イベントを開始します。${wait-animation: 1}${prompt};
バトルリセットかけた${wait-animation: 1}${prompt};
（あなたの部屋_C入室フラグを;
（あなたが部屋_Cから;
一番最初にバトルフィールド_Aに入ります${wait-animation: 1}${prompt};
PARTY4：${number: 2}　PARTY5：${number: 3}${prompt};
Ｂ;
もしくはtalkエラーで本当は話しかけられない。）${prompt};
（部屋_B入室にトライします${wait-animation: 1}${prompt};
クライアント退出イベント：モード１${prompt};
(BにIDがありました)${wait-animation: 1}${prompt};
（本当は話しかけられないはずなんですが;
pending時に部屋_Bに変更しました。${wait-animation: 1}${prompt};
（ボス_C倒した後イベント${wait-35: 3}${prompt};
CLI_NUM2 = ${number: 2}${wait-animation: 1}${prompt};
CLI_NUM0 = ${number: 0}${wait-animation: 1}${prompt};
Ａ;
（部屋_Bから人数を;
話してます。）${wait-animation: 1}${prompt};
(部屋_Aは準備中です)${wait-animation: 1}${prompt};
(部屋_Bは準備中です)${wait-animation: 1}${prompt};
最初から再トライ。${wait-animation: 1}${prompt};
（ボス_A倒した後イベント${wait-35: 3}${prompt};
(AにはIDがありませんでした)${wait-animation: 1}${prompt};
（あなたの部屋_A入室フラグを;
（defpcのpending処理を実行しました。${wait-animation: 1}${prompt};
（部屋_C逃走はpendingで;
サーバ退出イベント：モード１${prompt};
（ボス_B消えた）${wait-animation: 1}${prompt};
（部屋解放）${wait-animation: 1}${prompt};
（部屋リクエストエラー;
ペンディングタグを通りました${wait-animation: 1}${prompt};
（別の部屋が空いてないか;
PARTY1：${number: 2}　PARTY2：${number: 3}${prompt};
（ボス_Bを出現させました。）${wait-animation: 1}${prompt};
(Aはすでに先約がありました)${wait-animation: 1}${prompt};
（部屋_Cから人数を;
（部屋_B逃走pending処理を実行します。${wait-animation: 1}${prompt};
（ボス_C倒した）${wait-animation: 1}${prompt};
(Bはすでに先約がありました)${wait-animation: 1}${prompt};
退出処理中です。今は逃げられません。${wait-animation: 1}${prompt};
バトルフィールド_Bから逃走しました${wait-animation: 1}${prompt};
（消えている${wait-animation: 1}${prompt};
（部屋_C逃走pending処理を実行します。${wait-animation: 1}${prompt};
その他……です${prompt};
（あなたが部屋_Aから;
CLI_NUM4 = ${number: 4}${wait-animation: 1}${prompt};
(部屋_Cは準備中です)${wait-animation: 1}${prompt};
現在その部屋で一緒に戦える仲間は;
（部屋_A逃走イベント${wait-35: 3}${prompt};
最後に抜けるPCです。部屋_Aのワークをリセットします。${wait-animation: 1}${prompt};
どの部屋の名前を見る？;
（あなたはリンクデッドしました。;
名前でいうと;
バトルフィールド_Cから離脱します${wait-animation: 1}${prompt};
あなたがメンバーの中で;
（あなたは;
（ボス_A消えた）${wait-animation: 1}${prompt};
部屋_Bに入っているフラグが立っていません。;
ボス_Cを倒しました。ボス戦終了後イベントを開始します。${wait-animation: 1}${prompt};
★↓ワンループ;
（ボス_A倒した）${wait-animation: 1}${prompt};
${entity: 0}、${entity: 1}、;
remove　1${wait-animation: 1}${prompt};
${entity: 0}、${entity: 1};
入室許可魔法エラー１${wait-animation: 1}${prompt};
（ボス_B戦終了用イベントフラグ立てます。${wait-animation: 1}${prompt};
あなたを退出させました。${wait-animation: 1}${prompt};
（ボス_B倒した後イベント${wait-35: 3}${prompt};
(BにはIDがありませんでした)${wait-animation: 1}${prompt};
${entity: 2}、${entity: 3};
（pendingでのチェックが通りました。;
あなたの仲間が入っています）${wait-animation: 1}${prompt};
一人マイナスしました。${wait-animation: 1}${prompt};
（Cにトライしましたが、AかBにIDがあったので;
CLI_NUM5 = ${number: 5}${wait-animation: 1}${prompt};
（部屋_CにいるPCの;
（ゾーンアウトタグを通りました。${wait-animation: 1}${prompt};
名前;
一番最初にバトルフィールド_Cに入ります${wait-animation: 1}${prompt};
バトルフィールド_Cに入ります。${wait-animation: 1}${prompt};
（pendingチェック時にボスが倒されたようです。${wait-animation: 1}${prompt};
（部屋_A逃走はpendingで;
もうすでに別のパーティが使用しているため、;
（あなたが部屋_Bから;
（部屋_Aにいるならエラー。;
（ボスやられた）${wait-animation: 1}${prompt};
(CにはIDがありませんでした)${wait-animation: 1}${prompt};
クライアントへの命令　　${number: 0}　★pending抜ける${prompt};
直前に他のグループに予約されました。;
（部屋_C時間超過イベント${wait-35: 3}${prompt};
（部屋_B時間超過イベント${wait-35: 3}${prompt};
pending時に部屋_Aに変更しました。${wait-animation: 1}${prompt};
リクエスト部屋番号　　　${number: 1};
CLI_NUM7 = ${number: 6}${wait-animation: 1}${prompt};
リクエスト部屋のBOSS_STATUS　　${number: 3}${prompt};
（部屋_A時間超過イベント${wait-35: 3}${prompt};
（部屋_B逃走はpendingで;
（バトルフィールド_Aに;
バトルフィールド_Bに入ります。${wait-animation: 1}${prompt};
（部屋_A入室にトライします${wait-animation: 1}${prompt};
（部屋_A時間超過イベント${wait-35: 1}${prompt};
（部屋_B逃走イベント${wait-35: 3}${prompt};
（部屋_BにいるPCの;
（さっきの部屋は;
バトルフィールド_Bから離脱します${wait-animation: 1}${prompt};
（バトルフィールド_Cに;
バトルフィールド_Aに入ります。${wait-animation: 1}${prompt};
バトルフィールド_Aをクリアします${wait-animation: 1}${prompt};
ボス_Bを倒しました。ボス戦終了後イベントを開始します。${wait-animation: 1}${prompt};
${entity: 2}、${entity: 3}、;
誰もいない${prompt};
ENDPARAにありえない数値が入っています）${wait-animation: 1}${prompt};
バトルフィールド_Bをクリアします${wait-animation: 1}${prompt};
（部屋_B逃走イベント${wait-35: 1}${prompt};
最後に抜けるPCです。部屋_Cのワークをリセットします。${wait-animation: 1}${prompt};
${number: 7}${prompt};
バトルフィールド_Aから逃走しました${wait-animation: 1}${prompt};
remove　3${wait-animation: 1}${prompt};
部屋_Aに入っているフラグが立っていません。;
チェックします。${wait-animation: 1}${prompt};
バトルフィールド_Cから逃走しました${wait-animation: 1}${prompt};
（ボス_Aを出現させました。）${wait-animation: 1}${prompt};
pending時に部屋_Cに変更しました。${wait-animation: 1}${prompt};
(Cはすでに先約がありました)${wait-animation: 1}${prompt};
PARTY3：${number: 1};
（部屋_A逃走イベント${wait-35: 1}${prompt};
（光ってる${wait-animation: 1}${prompt};
（ボス_B倒した後イベント${wait-35: 1}${prompt};
DEBUG1${prompt};
で占有人数は${number: 6}です。${prompt};
バトルフィールド_Aから離脱します${wait-animation: 1}${prompt};
(AにIDがありました)${wait-animation: 1}${prompt};
強制退出させていただきます。${wait-animation: 1}${prompt};
（誰か逃げた）${wait-animation: 1}${prompt};
（クライアントイベントに突入${wait-animation: 1}${prompt};
部屋_Cのパーティは${prompt};
（部屋_C逃走イベント${wait-35: 3}${prompt};
pendingチェックオーケー${wait-35: 3}${prompt};
一番最初にバトルフィールド_Bに入ります${wait-animation: 1}${prompt};
あなたは部屋Ａに入れそうです${prompt};
（誰かリンクデッド）${wait-animation: 1}${prompt};
（部屋_C逃走イベント${wait-35: 1}${prompt};
There is no response. You cannot escape!${prompt};
他のイベント割り込み。${wait-animation: 1}${prompt};
CLI_NUM1 = ${number: 1}${wait-animation: 1}${prompt};
（ボス_C倒した後イベント${wait-35: 1}${prompt};
部屋_Cに入っているフラグが立っていません。;
あなたは部屋Ｃに入れそうです${prompt};
（ボス_A戦終了用イベントフラグ立てます。${wait-animation: 1}${prompt};
もしくはtalkエラーで本当は話しかけられない。）${wait-animation: 1}${prompt};
（部屋_B時間超過イベント${wait-35: 1}${prompt};
どの部屋のIDを見る？;
（ボス_A倒した後イベント${wait-35: 1}${prompt};
（部屋_C入室にトライします${wait-animation: 1}${prompt};
バトルフィールド_Cをクリアします${wait-animation: 1}${prompt};
（ボス_C消えた）${wait-animation: 1}${prompt};
チェック部屋番号　　　${number: 1};
(CにIDがありました)${wait-animation: 1}${prompt};
（条件があってないため入室できません${wait-animation: 1}${prompt};
あなたは部屋Ｂに入れそうです${prompt};
（あなたの部屋_B入室フラグを;
部屋_Bのパーティは${prompt};
CLI_NUM3 = ${number: 3}${wait-animation: 1}${prompt};
（部屋_Cにいるならエラー。;
名前かIDを見ます;
入室許可魔法エラー２${wait-animation: 1}${prompt};
B;
キャンセルされました。;
（Bにトライしましたが、AにIDがあったので;
（部屋_Aから人数を;
ID${prompt};
（部屋_C時間超過イベント${wait-35: 1}${prompt};
（ボス_Cを出現させました。）${wait-animation: 1}${prompt};
リクエスト部屋の人数　　${number: 2};
最後に抜けるPCです。部屋_Bのワークをリセットします。${wait-animation: 1}${prompt};
（ボス_B倒した）${wait-animation: 1}${prompt};
（あなたのグループが;
（バトルフィールド_Bに;
寝かせました。${wait-animation: 1}${prompt};
（部屋_Bにいるならエラー。;
自分のID　　${number: 2}　★↑ワンループ${prompt};
remove　2${wait-animation: 1}${prompt};
リクエスト部屋のBOSS_STATUS　　${number: 3};
その他です。${prompt};
（部屋_AにいるPCの;
バトルフィールドから離脱します${wait-animation: 1}${prompt};
