Phrase en Anglais;Phrases en français
You taught me that the world was worth fighting for, no matter how bleak the future.${prompt};
My father always spoke of you with adoration, believing that you were a ${choice-player-gender}[man/woman] of indisputable valor.${prompt};
Banish your doubt, Master, so that you may become all you were meant to be!${prompt};
You have conquered much, and the time has come to fill yourself with radiance!${prompt};
Now that ya mention it, Iroha, just who is this father of yers?${prompt};
Well...${prompt};
Boss!!! Somethin' terrible has happened!;
There's big trouble at Sea Serpent Grotto!${prompt};
Boats are just turnin' and turnin' and no one can leave!${prompt};
No boats are able ta make it ta Norg at all!${prompt};
There was this infernal ringin' noise an' the boats are just spinnin' in place!${prompt};
Ya mean ta say that all of this started happenin' at once?${prompt};
...Wait. â€œTurnin' round and round...â€ â€œSpinnin' in place...â€${prompt};
Obviously they're both caused by the same thing.${prompt};
The bell...${prompt};
Does this mean ya know somethin', Zeid? ${name-player}?${prompt};
Have any idea?;
${selection-lines};
I'm not sure...;
Just like in Escha...${prompt};
${name-player}, think back. We heard something similar in Escha, at the place that looked like the Sanctuary of Zi'Tah.${prompt};
Exactly. I have the same thought.${prompt};
Aha. So if ya two have experienced the same thing, then there's no one better ta get ta the bottom of this.${prompt};
We should head to the grotto, ${name-player}, but it'll be quicker if we split up. I'll go on ahead while you prepare.${prompt};
Master, I insist on accompanying you!${prompt};
Zeid here's told me 'bout how you resolved our li'l problem.${prompt};
It concerns me that Iroha wasn't the only one who came from the future.${prompt};
Perhaps she would be able to answer some of our questions...${prompt};
If she were still here.${prompt};
But Aldo may've found us someone who can help us anyway. Isn't that right?${prompt};
I've managed to find someone familiar with Reisenjima Sanctorium.${prompt};
${name-player}, have you made the acquaintance of one known as Tenzen?${prompt};
Do you know Tenzen?;
${selection-lines};
Of course.;
Nope.${prompt};
Are you certain? He claims to have a prior relationship with you.${prompt};
I see. ${choice: 0}[Then I scarce need to remind you that he/Perhaps the name gives it away, but he] is a warrior hailing from the Far East.${prompt};
Some time ago, he appeared in Jeuno to appeal for aid to the Duke Vicarious...something about an â€œEmptinessâ€ threatening to consume his homeland.${prompt};
This Emptiness thing of his surely must have some connection to the future Iroha was on about.${prompt};
Indeed. Remember, ${name-player}, that Siren mentioned a future without time?${prompt};
But back to this Tenzen...where is he?${prompt};
Word is that he concluded his business here and returned to his homeland.${prompt};
He journeys throughout the Middle Lands, but I couldn't tell you any more.${prompt};
I'm having my men put out feelers.${prompt};
Good work, Aldo. See what ya can find out.${prompt};
Even if we succeed in findin' him, ${name-player}, we can't be sure he'll have any answers.${prompt};
But we won't know until we find him.${prompt};
In the interim, I will keep learning what I can about our imposter Zi'Tah.${prompt};
Here's a bit of a trifle from Jeuno. May it help you find answers...answers we need now more than ever...${prompt};
Ugh. We aren't open for business yet.${prompt};
Another customer. Joy.;
Since you've gone through all the trouble of coming here, I suppose I'm obliged to inform you that I am able to engrave your equipment with arcane glyptics in exchange for escha silt.${prompt};
And I'll also part with some of my trinkets in exchange for escha beads.${prompt};
You stumbled upon some escha beads? You!?${prompt};
A-ahem. Then I suppose it goes without saying that you have made a name for yourself in Escha.${prompt};
Not that I expect you to care--or even remain awake while I say this--a particular organization I'm affiliated with is studying the magical capacity of these objects.${prompt};
I've been instructed to offer you a variety of rewards in exchange for your escha beads, but truth be told I'm loath to do anything but abandon my post and head off for a nice nap myself.${prompt};
But as long as you're here...${prompt};
Inquire about what?;
${selection-lines};
Nothing.;
Exchange items.;
Engraving arcane glyptics.;
Equipment eligible for arcane glyptics.;
Materials required for arcane glyptics.;
Details on arcane glyptics.;
Items available for escha beads.${prompt};
Inquire about what?;
${selection-lines};
Nothing.;
Mezzotinting.;
Materials required for arcane glyptics.;
Details on arcane glyptics.${prompt};
Which would you like? (${number: 0} silt);
${selection-lines};
Nothing for now.;
${lettercase: 1}${item-singular: 1[2]}: ${number: 17} silt.;
${lettercase: 1}${item-singular: 2[2]}: ${number: 18} silt.;
${lettercase: 1}${item-singular: 3[2]}: ${number: 19} silt.;
${lettercase: 1}${item-singular: 4[2]}: ${number: 20} silt.;
${lettercase: 1}${item-singular: 5[2]}: ${number: 21} silt.;
${lettercase: 1}${item-singular: 6[2]}: ${number: 22} silt.;
${lettercase: 1}${item-singular: 7[2]}: ${number: 23} silt.;
${lettercase: 1}${item-singular: 8[2]}: ${number: 24} silt.;
${lettercase: 1}${item-singular: 9[2]}: ${number: 25} silt.;
${lettercase: 1}${item-singular: 10[2]}: ${number: 26} silt.;
${lettercase: 1}${item-singular: 11[2]}: ${number: 27} silt.;
${lettercase: 1}${item-singular: 12[2]}: ${number: 28} silt.;
${lettercase: 1}${item-singular: 13[2]}: ${number: 29} silt.;
${lettercase: 1}${item-singular: 14[2]}: ${number: 30} silt.;
${lettercase: 1}${item-singular: 15[2]}: ${number: 31} silt.;
${lettercase: 1}${item-singular: 16[2]}: ${number: 32} silt.;
Previous page.;
Next page.${prompt};
Which would you like? (${number: 0} silt);
${selection-lines};
Nothing for now.;
${lettercase: 1}${keyitem-singular: 1[2]}: ${number: 17} silt.;
${lettercase: 1}${keyitem-singular: 2[2]}: ${number: 18} silt.;
${lettercase: 1}${keyitem-singular: 3[2]}: ${number: 19} silt.;
${lettercase: 1}${keyitem-singular: 4[2]}: ${number: 20} silt.;
${lettercase: 1}${keyitem-singular: 5[2]}: ${number: 21} silt.;
${lettercase: 1}${keyitem-singular: 6[2]}: ${number: 22} silt.;
${lettercase: 1}${keyitem-singular: 7[2]}: ${number: 23} silt.;
${lettercase: 1}${keyitem-singular: 8[2]}: ${number: 24} silt.;
${lettercase: 1}${keyitem-singular: 9[2]}: ${number: 25} silt.;
${lettercase: 1}${keyitem-singular: 10[2]}: ${number: 26} silt.;
${lettercase: 1}${keyitem-singular: 11[2]}: ${number: 27} silt.;
${lettercase: 1}${keyitem-singular: 12[2]}: ${number: 28} silt.;
${lettercase: 1}${keyitem-singular: 13[2]}: ${number: 29} silt.;
${lettercase: 1}${keyitem-singular: 14[2]}: ${number: 30} silt.;
${lettercase: 1}${keyitem-singular: 15[2]}: ${number: 31} silt.;
${lettercase: 1}${keyitem-singular: 16[2]}: ${number: 32} silt.;
Previous page.;
Next page.${prompt};
${lettercase: 1}${article} ${item-article: 1[2]}? Really?;
...It'll run you ${number: 2} bead${choice-plurality: 2}[/s].${prompt};
${number: 3} ${item-given-plurality: 3[2], 1[2]} will cost you ${number: 2} bead${choice-plurality: 2}[/s].${prompt};
${lettercase: 1}${keyitem-article: 1[2]}, hmm?;
...I could part with it for ${number: 2} silt.${prompt};
Ready to purchase? (${number: 0} silt);
${selection-lines};
Let's do it.;
I'm not so sure...${prompt};
<Sigh>... Arcane glyptics can be such a pain.;
But if you insist, here's what I can engrave.${prompt};
Review which item?;
${selection-lines};
No reviewing today.;
${lettercase: 1}${item-singular: 1[2]}.;
${lettercase: 1}${item-singular: 2[2]}.;
${lettercase: 1}${item-singular: 3[2]}.;
${lettercase: 1}${item-singular: 4[2]}.;
${lettercase: 1}${item-singular: 5[2]}.;
${lettercase: 1}${item-singular: 6[2]}.;
${lettercase: 1}${item-singular: 7[2]}.;
${lettercase: 1}${item-singular: 8[2]}.;
${lettercase: 1}${item-singular: 9[2]}.;
${lettercase: 1}${item-singular: 10[2]}.;
${lettercase: 1}${item-singular: 11[2]}.;
${lettercase: 1}${item-singular: 12[2]}.;
${lettercase: 1}${item-singular: 13[2]}.;
${lettercase: 1}${item-singular: 14[2]}.;
${lettercase: 1}${item-singular: 15[2]}.;
${lettercase: 1}${item-singular: 16[2]}.;
Previous page.;
Next page.${prompt};
Yes, I can engrave your ${item-singular: 33[2]} with arcane glyptics.${prompt};
Ugh. I'll need the following materials for the engraving process. What a terrible bother.${prompt};
And don't forget the handling fee of ${number: 1} silt for your ${item-singular: 2[2]}.${prompt};
After the engraving process is complete, the ${item-singular: 2[2]} will look as follows.${prompt};
${lettercase: 1}${item-singular: 33[2]}.${prompt};
The only good thing that came from training under that insufferable Divainy-Gamainy is my skill in engraving arcane glyptics.${prompt};
...But first comes the mezzotinting.${prompt};
There are generally three or four different types of arcane glyptics that can be engraved, with the specifics differing per item.${prompt};
I'm not very confident about your ability to successfully use engraved equipment, but if you want me to begin the process anyway, you'll need to give me materials such as ${item-plural: 3[2]}.${prompt};
Nor is it a simple process of hand waving and enchantment muttering. It requires skill, finesse, and--most relevant to you--attempt after repeated attempt.${prompt};
I feel queasy at the very thought of...;
<Sigh> Well, what other choice do I have? It pains me to say this, but if you aren't satisfied with the results of the engraving, you can undergo the mezzotinting process again and choose a different type of glyptic.${prompt};
I charge a fee of ${number: 1} silt in addition to the base materials, ${number: 2} to augment using your materials, and will do a new mezzotinting for ${number: 3} silt. But for the love of all that is holy--don't make me work harder than I have to.${prompt};
Let me take a look at your ${item-singular: 33[2]}.${prompt};
Which kind of arcane glyptic would you like?${prompt};
Which type do you want engraved?;
${selection-lines};
I've changed my mind.;
Arcane Glyptic Type A.;
Arcane Glyptic Type B.;
Arcane Glyptic Type C.;
Arcane Glyptic Type D.${prompt};
Your ${item-singular: 33[2]} is already engraved with arcane glyptics, but I would be â€œhappyâ€ to remove them for you.${prompt};
Remove the glyptics?;
${selection-lines};
Yes. I want new mezzotinting.;
Let me think...${prompt};
The next stage of arcane glyptics will look as follows. Are you sure?${prompt};
This is what your item will look like. Are you sure?${prompt};
Further engrave the item?;
${selection-lines};
Yes. I'm pleased with that.;
I've changed my mind.${prompt};
You'll have to fork over ${number: 1} escha silt to have your ${item-singular: 2[2]} mezzotinted.${prompt};
Your ${item-singular: 3[2]} has successfully undergone mezzotinting.${prompt};
You don't have enough escha silt.${prompt};
I shall deign to engrave your ${item-singular: 33[2]} with arcane glyptics if you trade it to me.${prompt};
I'm incredibly pleased to report that your ${item-singular: 0[2]} cannot be engraved with any arcane glyptics at all! Maybe I can finally catch a quick rest...${prompt};
Your ${item-singular: 0[2]} cannot be engraved any further.${prompt};
Your ${item-singular: 0[2]} has not yet undergone mezzotinting, but I shall hold onto it for you anyway.${prompt};
Our warehouses are slowly filling up with all manner of ${choice: 0}[equipment and /]materials from adventurers who have made forays into Escha, and quite frankly, keeping track of our inventory is quite the hassle.${prompt};
You'd be doing me a favor by taking them off my hands...but I'm still going to charge you a fee in the form of escha beads.${prompt};
View which category?;
${selection-lines};
Nothing.;
Equipment.;
Materials.${prompt};
Exchange for which item? (${number: 0} beads);
${selection-lines};
No items for now.;
${lettercase: 1}${item-singular: 1[2]}: ${number: 17} beads.;
${lettercase: 1}${item-singular: 2[2]}: ${number: 18} beads.;
${lettercase: 1}${item-singular: 3[2]}: ${number: 19} beads.;
${lettercase: 1}${item-singular: 4[2]}: ${number: 20} beads.;
${lettercase: 1}${item-singular: 5[2]}: ${number: 21} beads.;
${lettercase: 1}${item-singular: 6[2]}: ${number: 22} beads.;
${lettercase: 1}${item-singular: 7[2]}: ${number: 23} beads.;
${lettercase: 1}${item-singular: 8[2]}: ${number: 24} beads.;
${lettercase: 1}${item-singular: 9[2]}: ${number: 25} beads.;
${lettercase: 1}${item-singular: 10[2]}: ${number: 26} beads.;
${lettercase: 1}${item-singular: 11[2]}: ${number: 27} beads.;
${lettercase: 1}${item-singular: 12[2]}: ${number: 28} beads.;
${lettercase: 1}${item-singular: 13[2]}: ${number: 29} beads.;
